0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
AC20-0016277,CT,0,0,0,0,10/13/20 9:51,6620 S UNIVERSITY BLVD,,Centennial,CO,80121,10,CT_CT2_21_2110,-104.9583079,39.59701684,,,,,2,177,,T87,10/13/20 9:51,10,1,3,1,0,,0,Y,,0,1,7,7,7,3,4,4,2,DRY,1,NONE,,,,,,,,,3,1,N,Following Too Closely ,142,0,1,0,0,B,1,A,2,B,0,0,0,1,,,,,,,,,1,1,1,0,0,Y,5,1,2,40,,13,DISTRACTED/OTHER,,NONE,,,ORIGINAL REPORT,"<p>V3, V2, and V1 were all NB S University Blvd in the #1 lane. There was a construction area that was coned off&nbsp; closing the #2 lane around a curve and not well visible. V3 had to come to a stop due to merging traffic into the #1 lane. Driver of V2 was unable to stop in time and rear ended V3 causing minor damage. Driver of V3 said she was looking in her rear view mirror at traffic behind her and did not see V2 in time and rear ended V2 causing damage to both vehicles. Driver of V1 had wrist pain and was evaluated by South Metro Fire Rescue on scene and was cleared to stay on scene.&nbsp;</p><p></p><p></p>"
AC20-0016277,CT,0,0,0,0,10/13/20 9:51,6620 S UNIVERSITY BLVD,,Centennial,CO,80121,10,CT_CT2_21_2110,-104.9583079,39.59701684,,,,,2,177,,T87,10/13/20 9:51,10,1,3,1,0,,0,Y,,0,1,7,7,7,3,4,4,2,DRY,1,NONE,,,,,,,,,3,2,N,Following Too Closely ,142,0,1,1,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,Y,9,1,2,40,,13,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V3, V2, and V1 were all NB S University Blvd in the #1 lane. There was a construction area that was coned off&nbsp; closing the #2 lane around a curve and not well visible. V3 had to come to a stop due to merging traffic into the #1 lane. Driver of V2 was unable to stop in time and rear ended V3 causing minor damage. Driver of V3 said she was looking in her rear view mirror at traffic behind her and did not see V2 in time and rear ended V2 causing damage to both vehicles. Driver of V1 had wrist pain and was evaluated by South Metro Fire Rescue on scene and was cleared to stay on scene.&nbsp;</p><p></p><p></p>"
AC20-0016277,CT,0,0,0,0,10/13/20 9:51,6620 S UNIVERSITY BLVD,,Centennial,CO,80121,10,CT_CT2_21_2110,-104.9583079,39.59701684,,,,,2,177,,T87,10/13/20 9:51,10,1,3,1,0,,0,Y,,0,1,7,7,7,3,4,4,2,DRY,1,NONE,,,,,,,,,3,3,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,3,1,1,0,0,,9,1,3,40,,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V3, V2, and V1 were all NB S University Blvd in the #1 lane. There was a construction area that was coned off&nbsp; closing the #2 lane around a curve and not well visible. V3 had to come to a stop due to merging traffic into the #1 lane. Driver of V2 was unable to stop in time and rear ended V3 causing minor damage. Driver of V3 said she was looking in her rear view mirror at traffic behind her and did not see V2 in time and rear ended V2 causing damage to both vehicles. Driver of V1 had wrist pain and was evaluated by South Metro Fire Rescue on scene and was cleared to stay on scene.&nbsp;</p><p></p><p></p>"
AC20-0016296,CT,0,0,0,0,10/13/20 15:08,6000 S PARKER RD,,Centennial,CO,80016,10,CT_CT6_62_6202,-104.8094394,39.6083658,,,,,2,83,,T82,10/13/20 15:08,,1,2,6,0,,0,Y,,0,1,11,,11,3,4,1,2,DRY,1,NONE,,,,,,,,,3,1,N,DRIVER FAILED TO GIVE WAY WHEN OVERTAKEN,193,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,,9,1,11,55,5,3,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,V1 was in the number one lane that was being closed due to road work. V2 was in the number two lane. Driver of V1 thought the driver of V2 was letting her merge into lane number two. When V1 started to merge over it contacted the left front quarter panel of V2.
AC20-0016296,CT,0,0,0,0,10/13/20 15:08,6000 S PARKER RD,,Centennial,CO,80016,10,CT_CT6_62_6202,-104.8094394,39.6083658,,,,,2,83,,T82,10/13/20 15:08,,1,2,6,0,,0,Y,,0,1,11,,11,3,4,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,,9,1,1,55,5,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,V1 was in the number one lane that was being closed due to road work. V2 was in the number two lane. Driver of V1 thought the driver of V2 was letting her merge into lane number two. When V1 started to merge over it contacted the left front quarter panel of V2.
AC20-0016330,CT,0,0,0,0,10/14/20 4:49,E Arapahoe Rd,S Lima St ,Centennial,CO,80112,10,R488,-104.857447,39.595059,,,,,3,,,C41,10/14/20 5:24,,1,2,4,0,Y,0,,,0,1,6,,6,2,1,2,2,DRY,3,NONE,,,,,,,,,1,,N,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIGINAL REPORT,TU1 was traveling W/B E. Arapahoe Rd. TU1 failed to stop for red light at S. Lima St. TU1 struck the front of TU2 who was traveling E/B E. Arapahoe Rd. Witness stated the same. TU1 sustained severe damage to passenger-side front. TU2 sustained moderate damage to driver-side front.&nbsp;&nbsp;
AC20-0016330,CT,0,0,0,0,10/14/20 4:49,E Arapahoe Rd,S Lima St ,Centennial,CO,80112,10,R488,-104.857447,39.595059,,,,,3,,,C41,10/14/20 5:24,,1,2,4,0,Y,0,,,0,1,6,,6,2,1,2,2,DRY,3,NONE,,,,,,,,,4,1,N,,,0,3,0,0,B,1,A,2,F,0,0,0,0,,,,,,,,,1,1,2,0,0,Y,5,7,5,45,30,6,DISTRACTED/PASSENGER,,NONE,,,ORIGINAL REPORT,TU1 was traveling W/B E. Arapahoe Rd. TU1 failed to stop for red light at S. Lima St. TU1 struck the front of TU2 who was traveling E/B E. Arapahoe Rd. Witness stated the same. TU1 sustained severe damage to passenger-side front. TU2 sustained moderate damage to driver-side front.&nbsp;&nbsp;
AC20-0016330,CT,0,0,0,0,10/14/20 4:49,E Arapahoe Rd,S Lima St ,Centennial,CO,80112,10,R488,-104.857447,39.595059,,,,,3,,,C41,10/14/20 5:24,,1,2,4,0,Y,0,,,0,1,6,,6,2,1,2,2,DRY,3,NONE,,,,,,,,,3,1,N,Careless Driving,141,0,1,0,0,B,1,A,4,F,0,0,0,1,,,,,,,,,1,1,2,0,0,Y,5,7,5,45,30,6,DISTRACTED/PASSENGER,,NONE,,,ORIGINAL REPORT,TU1 was traveling W/B E. Arapahoe Rd. TU1 failed to stop for red light at S. Lima St. TU1 struck the front of TU2 who was traveling E/B E. Arapahoe Rd. Witness stated the same. TU1 sustained severe damage to passenger-side front. TU2 sustained moderate damage to driver-side front.&nbsp;&nbsp;
AC20-0016330,CT,0,0,0,0,10/14/20 4:49,E Arapahoe Rd,S Lima St ,Centennial,CO,80112,10,R488,-104.857447,39.595059,,,,,3,,,C41,10/14/20 5:24,,1,2,4,0,Y,0,,,0,1,6,,6,2,1,2,2,DRY,3,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,N,7,3,1,45,40,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,TU1 was traveling W/B E. Arapahoe Rd. TU1 failed to stop for red light at S. Lima St. TU1 struck the front of TU2 who was traveling E/B E. Arapahoe Rd. Witness stated the same. TU1 sustained severe damage to passenger-side front. TU2 sustained moderate damage to driver-side front.&nbsp;&nbsp;
AC20-0016350,CT,0,0,0,0,10/14/20 12:01,10500 E GEDDES AVE,S HAVANA ST,Centennial,CO,80112,10,CT_CT4_41_4104,-104.8667936,39.58413001,,50,F,W,3,,,T84,10/14/20 12:01,,1,2,4,0,N,0,N,0,0,1,7,,7,3,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,,,0,1,3,3,B,3,A,5,A,0,2,2,0,,,,,,,,,1,1,1,0,0,N,5,3,1,35,,,,,,,,,"TU2 STOPPED IN TRAFFIC E/B GEDDES AT RED LIGHT TO TURN N/B ONTO S HAVANA ST.&nbsp; WHILE STOPPED, TU1 RAN INTO THE REAR OF TU2.&nbsp; TU1 PROVIDED HIS INFORMATION AND LEFT THE SCENE BEFORE LE ARRIVAL.&nbsp; NO INJURIES REPORTED.&nbsp;"
AC20-0016350,CT,0,0,0,0,10/14/20 12:01,10500 E GEDDES AVE,S HAVANA ST,Centennial,CO,80112,10,CT_CT4_41_4104,-104.8667936,39.58413001,,50,F,W,3,,,T84,10/14/20 12:01,,1,2,4,0,N,0,N,0,0,1,7,,7,3,1,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,N,5,3,3,35,0,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,"TU2 STOPPED IN TRAFFIC E/B GEDDES AT RED LIGHT TO TURN N/B ONTO S HAVANA ST.&nbsp; WHILE STOPPED, TU1 RAN INTO THE REAR OF TU2.&nbsp; TU1 PROVIDED HIS INFORMATION AND LEFT THE SCENE BEFORE LE ARRIVAL.&nbsp; NO INJURIES REPORTED.&nbsp;"
AC20-0016301,CT,0,0,0,0,10/13/20 17:01,11755 E Peakview Ave,,Centennial,CO,80111,10,R488,-104.853268,39.598393,,,,,3,,,T82,10/13/20 17:01,,1,3,4,0,Y,0,,,0,1,8,,8,1,2,2,2,DRY,1,NONE,,,,,,,,,3,1,N,MADE RIGHT TURN FROM WRONG LANE,274,0,1,0,1,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,2,0,0,,1,3,4,35,5,3,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V1, semi truck and trailer, was attempting to make a sharp right turn into a hotel parking lot. V1 was in the number one lane and swung out into the center bi-directional turn lane and started to make the right turn. V1 did not see V2 that was in the number two lane. The front corner of V1 hit V2 causing it to leave the roadway, hit medium size decorative landscaping rocks and roll onto it's top in the roadway. V3 was struck by some of the rocks.&nbsp;</p>"
AC20-0016301,CT,0,0,0,0,10/13/20 17:01,11755 E Peakview Ave,,Centennial,CO,80111,10,R488,-104.853268,39.598393,,,,,3,,,T82,10/13/20 17:01,,1,3,4,0,Y,0,,,0,1,8,,8,1,2,2,2,DRY,1,NONE,,,,,,,,,4,1,N,,,0,3,,,B,1,A,1,A,0,,,0,,,,,,,,,1,1,2,0,0,,1,3,4,35,5,3,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V1, semi truck and trailer, was attempting to make a sharp right turn into a hotel parking lot. V1 was in the number one lane and swung out into the center bi-directional turn lane and started to make the right turn. V1 did not see V2 that was in the number two lane. The front corner of V1 hit V2 causing it to leave the roadway, hit medium size decorative landscaping rocks and roll onto it's top in the roadway. V3 was struck by some of the rocks.&nbsp;</p>"
AC20-0016301,CT,0,0,0,0,10/13/20 17:01,11755 E Peakview Ave,,Centennial,CO,80111,10,R488,-104.853268,39.598393,,,,,3,,,T82,10/13/20 17:01,,1,3,4,0,Y,0,,,0,1,8,,8,1,2,2,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,3,D,0,0,0,0,,,,,,,,,2,1,1,0,0,Y,9,3,1,35,35,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V1, semi truck and trailer, was attempting to make a sharp right turn into a hotel parking lot. V1 was in the number one lane and swung out into the center bi-directional turn lane and started to make the right turn. V1 did not see V2 that was in the number two lane. The front corner of V1 hit V2 causing it to leave the roadway, hit medium size decorative landscaping rocks and roll onto it's top in the roadway. V3 was struck by some of the rocks.&nbsp;</p>"
AC20-0016274,CT,0,0,0,0,10/13/20 8:18,S University Blvd ,E COUNTY LINE RD,Centennial,CO,80122,10,R304,-104.960477,39.566156,,,,,2,177,,T84,10/13/20 8:18,,1,2,2,0,N,0,N,0,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,CARELESS DRIVING,141,0,1,1,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,Y,9,7,1,45,10,17,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,"<p>TU1 STOPPED AT RED LIGHT FOR W/B COUNTY LINE RD #1 LANE.&nbsp; TU1 DROVE INTO THE INTERSECTION ON A RED LIGHT IN FRONT OF TU2, WHO WAS ENTERING THE INTERSECTION ON A GREEN LIGHT HEADED NORTH.&nbsp; TU2 COLLIDED WITH TU1.&nbsp; </p><p>NO INJURIES REPORTED.</p>&nbsp;"
AC20-0016274,CT,0,0,0,0,10/13/20 8:18,S University Blvd ,E COUNTY LINE RD,Centennial,CO,80122,10,R304,-104.960477,39.566156,,,,,2,177,,T84,10/13/20 8:18,,1,2,2,0,N,0,N,0,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,Y,9,1,1,45,40,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,"<p>TU1 STOPPED AT RED LIGHT FOR W/B COUNTY LINE RD #1 LANE.&nbsp; TU1 DROVE INTO THE INTERSECTION ON A RED LIGHT IN FRONT OF TU2, WHO WAS ENTERING THE INTERSECTION ON A GREEN LIGHT HEADED NORTH.&nbsp; TU2 COLLIDED WITH TU1.&nbsp; </p><p>NO INJURIES REPORTED.</p>&nbsp;"
AC20-0016369,CT,0,0,0,0,10/14/20 17:21,8250 S Yosemite St,,Centennial,CO,80112,10,R786,-104.885696,39.567008,,,,,3,,,T88,10/14/20 17:21,,1,2,3,0,N,0,,,0,2,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,FLD TO OBEY SIGNAL,304,0,1,0,,B,1,A,3,B,0,0,0,0,,,,,,,,,1,1,2,0,0,Y,5,1,1,40,40,5,DISTRACTED/PASSENGER,,NONE,,,ORIGINAL REPORT,"<p>TU2 WAS W/B STOPPED IN PARKING LOT DRIVEWAY AT RED LIGHT., WAITING TO TURN LEFT.&nbsp; TU1 WAS N/B YOSEMITE LANE #2.&nbsp; TU2 RECEIVED GREEN BALL TRAFFIC&nbsp; AND STARTED TO TURN LEFT.&nbsp; TU1 FAILED TO STOP AT RED LIGHT AND COLLIDED WITH SIDE OF TU2, CAUSING DAMAGE.&nbsp; RESCUE ARRIVED ON SCENE AND MEDICALLY CLEARED ALL PARTIES AT SCENE, LEAVING THEM THERE.&nbsp; INDEPENDANT WITNESS WAS BEHIND TU2 AT RED BALL TRAFFIC LIGHT, ALSO WAITING TO TURN LEFT AND SAW THE TRAFFIC LIGHT TURN GREEN BALL AND TU2 START FORWARD INTO INTERSECTION, WHERE TU1 STRUCK TU2.&nbsp; &nbsp;TU1 BOUGHT CAR ON JULY 27 2020 AND FAILED TO REGISTER THE CAR.&nbsp; DRIVER OF TU1 ALSO FAILED TO PROVIDE CURRENT PROOF OF INSURANCE UPON REQUEST AND WAS GIVEN MULITPLE OPPORTUNITIES TO GET PHOTOGRAPH COPY FROM HER MOTHER. I OBESERVED THE TRAFFIC LIGHTS WHILE I WAS ON SCENE AND THE TRAFFIC LIGHTS WERE FUNCTIONING CORRECTLY.</p><p></p><p></p>"
AC20-0016369,CT,0,0,0,0,10/14/20 17:21,8250 S Yosemite St,,Centennial,CO,80112,10,R786,-104.885696,39.567008,,,,,3,,,T88,10/14/20 17:21,,1,2,3,0,N,0,,,0,2,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,4,1,N,,,0,3,,,B,1,A,3,B,0,0,0,0,,,,,,,,,1,1,2,0,0,Y,5,1,1,40,40,5,DISTRACTED/PASSENGER,,NONE,,,ORIGINAL REPORT,"<p>TU2 WAS W/B STOPPED IN PARKING LOT DRIVEWAY AT RED LIGHT., WAITING TO TURN LEFT.&nbsp; TU1 WAS N/B YOSEMITE LANE #2.&nbsp; TU2 RECEIVED GREEN BALL TRAFFIC&nbsp; AND STARTED TO TURN LEFT.&nbsp; TU1 FAILED TO STOP AT RED LIGHT AND COLLIDED WITH SIDE OF TU2, CAUSING DAMAGE.&nbsp; RESCUE ARRIVED ON SCENE AND MEDICALLY CLEARED ALL PARTIES AT SCENE, LEAVING THEM THERE.&nbsp; INDEPENDANT WITNESS WAS BEHIND TU2 AT RED BALL TRAFFIC LIGHT, ALSO WAITING TO TURN LEFT AND SAW THE TRAFFIC LIGHT TURN GREEN BALL AND TU2 START FORWARD INTO INTERSECTION, WHERE TU1 STRUCK TU2.&nbsp; &nbsp;TU1 BOUGHT CAR ON JULY 27 2020 AND FAILED TO REGISTER THE CAR.&nbsp; DRIVER OF TU1 ALSO FAILED TO PROVIDE CURRENT PROOF OF INSURANCE UPON REQUEST AND WAS GIVEN MULITPLE OPPORTUNITIES TO GET PHOTOGRAPH COPY FROM HER MOTHER. I OBESERVED THE TRAFFIC LIGHTS WHILE I WAS ON SCENE AND THE TRAFFIC LIGHTS WERE FUNCTIONING CORRECTLY.</p><p></p><p></p>"
AC20-0016369,CT,0,0,0,0,10/14/20 17:21,8250 S Yosemite St,,Centennial,CO,80112,10,R786,-104.885696,39.567008,,,,,3,,,T88,10/14/20 17:21,,1,2,3,0,N,0,,,0,2,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,N,5,7,5,40,10,0,,,NONE,,,ORIGINAL REPORT,"<p>TU2 WAS W/B STOPPED IN PARKING LOT DRIVEWAY AT RED LIGHT., WAITING TO TURN LEFT.&nbsp; TU1 WAS N/B YOSEMITE LANE #2.&nbsp; TU2 RECEIVED GREEN BALL TRAFFIC&nbsp; AND STARTED TO TURN LEFT.&nbsp; TU1 FAILED TO STOP AT RED LIGHT AND COLLIDED WITH SIDE OF TU2, CAUSING DAMAGE.&nbsp; RESCUE ARRIVED ON SCENE AND MEDICALLY CLEARED ALL PARTIES AT SCENE, LEAVING THEM THERE.&nbsp; INDEPENDANT WITNESS WAS BEHIND TU2 AT RED BALL TRAFFIC LIGHT, ALSO WAITING TO TURN LEFT AND SAW THE TRAFFIC LIGHT TURN GREEN BALL AND TU2 START FORWARD INTO INTERSECTION, WHERE TU1 STRUCK TU2.&nbsp; &nbsp;TU1 BOUGHT CAR ON JULY 27 2020 AND FAILED TO REGISTER THE CAR.&nbsp; DRIVER OF TU1 ALSO FAILED TO PROVIDE CURRENT PROOF OF INSURANCE UPON REQUEST AND WAS GIVEN MULITPLE OPPORTUNITIES TO GET PHOTOGRAPH COPY FROM HER MOTHER. I OBESERVED THE TRAFFIC LIGHTS WHILE I WAS ON SCENE AND THE TRAFFIC LIGHTS WERE FUNCTIONING CORRECTLY.</p><p></p><p></p>"
AC20-0016402,CT,0,0,0,0,10/15/20 11:37,S COLORADO BLVD ,E Arapahoe Rd,Centennial,CO,80121,10,R318,-104.941407,39.595172,,,,,3,,,T82,10/15/20 11:37,,1,3,2,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,DISREGARDED TRAFFIC CONTROL DEVICE,300,0,1,0,0,B,1,A,1,A,0,0,0,1,,,,,,,,,1,1,1,0,0,Y,9,3,16,40,15,3,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,V2 was northbound S. Colorado Blvd with a green/yellow signal light. V1 was turning from southbound S. Colorado Blvd. onto east bound E. Arapahoe Rd. V1 made a left turn in front of V2 thinking he had received a green arrow. V2 struck V1 spinning it into V3 that was sitting waiting to turn from westbound E. Arapahoe Rd. onto southbound S. Colorado Blvd.&nbsp;
AC20-0016402,CT,0,0,0,0,10/15/20 11:37,S COLORADO BLVD ,E Arapahoe Rd,Centennial,CO,80121,10,R318,-104.941407,39.595172,,,,,3,,,T82,10/15/20 11:37,,1,3,2,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,2,Y,,,0,1,0,0,B,1,A,2,B,0,0,0,0,,,,,,,,,2,1,2,0,0,Y,9,1,1,40,30,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,V2 was northbound S. Colorado Blvd with a green/yellow signal light. V1 was turning from southbound S. Colorado Blvd. onto east bound E. Arapahoe Rd. V1 made a left turn in front of V2 thinking he had received a green arrow. V2 struck V1 spinning it into V3 that was sitting waiting to turn from westbound E. Arapahoe Rd. onto southbound S. Colorado Blvd.&nbsp;
AC20-0016402,CT,0,0,0,0,10/15/20 11:37,S COLORADO BLVD ,E Arapahoe Rd,Centennial,CO,80121,10,R318,-104.941407,39.595172,,,,,3,,,T82,10/15/20 11:37,,1,3,2,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,4,2,N,,,0,3,,,B,1,A,3,B,0,,,0,,,,,,,,,2,1,2,0,0,Y,9,1,1,40,30,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,V2 was northbound S. Colorado Blvd with a green/yellow signal light. V1 was turning from southbound S. Colorado Blvd. onto east bound E. Arapahoe Rd. V1 made a left turn in front of V2 thinking he had received a green arrow. V2 struck V1 spinning it into V3 that was sitting waiting to turn from westbound E. Arapahoe Rd. onto southbound S. Colorado Blvd.&nbsp;
AC20-0016402,CT,0,0,0,0,10/15/20 11:37,S COLORADO BLVD ,E Arapahoe Rd,Centennial,CO,80121,10,R318,-104.941407,39.595172,,,,,3,,,T82,10/15/20 11:37,,1,3,2,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,3,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,3,1,1,0,0,,9,7,3,40,0,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,V2 was northbound S. Colorado Blvd with a green/yellow signal light. V1 was turning from southbound S. Colorado Blvd. onto east bound E. Arapahoe Rd. V1 made a left turn in front of V2 thinking he had received a green arrow. V2 struck V1 spinning it into V3 that was sitting waiting to turn from westbound E. Arapahoe Rd. onto southbound S. Colorado Blvd.&nbsp;
AC20-0016405,CT,0,0,0,0,10/15/20 11:46,E Arapahoe Rd ,S REVERE PKY,Centennial,CO,80112,10,R11,-104.840442,39.59505,,500,F,E,2,88,,T84,10/15/20 11:46,,1,2,4,0,N,0,Y,0,0,1,7,,7,3,3,2,2,DRY,1,NONE,,,,,,,,,4,1,Y,,,0,6,,,E,1,A,1,A,0,,,0,,,,,,,,,1,1,3,0,0,N,9,7,2,55,10,13,DISTRACTED/PASSENGER,,NONE,,,,<p>BOTH TUs W/B ARAPAHOE RD APPROACHING LANE CLOSURE FOR CONSTRUCTION.&nbsp; TU2 STOPPED IN TRAFFIC - TU1 TRYING TO CALM A CRYING CHILD AND DIDN'T SEE TU2 WAS STOPPED.&nbsp; TU1 STRUCK TU2 IN THE REAR. </p><p>NO INJURIES REPORTED.&nbsp; TU2 DECLINED TO PRESS CHARGES.</p>
AC20-0016405,CT,0,0,0,0,10/15/20 11:46,E Arapahoe Rd ,S REVERE PKY,Centennial,CO,80112,10,R11,-104.840442,39.59505,,500,F,E,2,88,,T84,10/15/20 11:46,,1,2,4,0,N,0,Y,0,0,1,7,,7,3,3,2,2,DRY,1,NONE,,,,,,,,,4,1,Y,,,0,4,,,E,1,A,1,A,0,,,0,,,,,,,,,1,1,3,0,0,N,9,7,2,55,10,13,DISTRACTED/PASSENGER,,NONE,,,,<p>BOTH TUs W/B ARAPAHOE RD APPROACHING LANE CLOSURE FOR CONSTRUCTION.&nbsp; TU2 STOPPED IN TRAFFIC - TU1 TRYING TO CALM A CRYING CHILD AND DIDN'T SEE TU2 WAS STOPPED.&nbsp; TU1 STRUCK TU2 IN THE REAR. </p><p>NO INJURIES REPORTED.&nbsp; TU2 DECLINED TO PRESS CHARGES.</p>
AC20-0016405,CT,0,0,0,0,10/15/20 11:46,E Arapahoe Rd ,S REVERE PKY,Centennial,CO,80112,10,R11,-104.840442,39.59505,,500,F,E,2,88,,T84,10/15/20 11:46,,1,2,4,0,N,0,Y,0,0,1,7,,7,3,3,2,2,DRY,1,NONE,,,,,,,,,4,1,N,,,0,3,,,B,3,A,1,A,0,,,0,,,,,,,,,1,1,3,0,0,N,9,7,2,55,10,13,DISTRACTED/PASSENGER,,NONE,,,,<p>BOTH TUs W/B ARAPAHOE RD APPROACHING LANE CLOSURE FOR CONSTRUCTION.&nbsp; TU2 STOPPED IN TRAFFIC - TU1 TRYING TO CALM A CRYING CHILD AND DIDN'T SEE TU2 WAS STOPPED.&nbsp; TU1 STRUCK TU2 IN THE REAR. </p><p>NO INJURIES REPORTED.&nbsp; TU2 DECLINED TO PRESS CHARGES.</p>
AC20-0016405,CT,0,0,0,0,10/15/20 11:46,E Arapahoe Rd ,S REVERE PKY,Centennial,CO,80112,10,R11,-104.840442,39.59505,,500,F,E,2,88,,T84,10/15/20 11:46,,1,2,4,0,N,0,Y,0,0,1,7,,7,3,3,2,2,DRY,1,NONE,,,,,,,,,3,1,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,3,0,0,N,9,7,2,55,10,13,DISTRACTED/PASSENGER,,NONE,,,,<p>BOTH TUs W/B ARAPAHOE RD APPROACHING LANE CLOSURE FOR CONSTRUCTION.&nbsp; TU2 STOPPED IN TRAFFIC - TU1 TRYING TO CALM A CRYING CHILD AND DIDN'T SEE TU2 WAS STOPPED.&nbsp; TU1 STRUCK TU2 IN THE REAR. </p><p>NO INJURIES REPORTED.&nbsp; TU2 DECLINED TO PRESS CHARGES.</p>
AC20-0016405,CT,0,0,0,0,10/15/20 11:46,E Arapahoe Rd ,S REVERE PKY,Centennial,CO,80112,10,R11,-104.840442,39.59505,,500,F,E,2,88,,T84,10/15/20 11:46,,1,2,4,0,N,0,Y,0,0,1,7,,7,3,3,2,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,N,7,7,3,55,0,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,<p>BOTH TUs W/B ARAPAHOE RD APPROACHING LANE CLOSURE FOR CONSTRUCTION.&nbsp; TU2 STOPPED IN TRAFFIC - TU1 TRYING TO CALM A CRYING CHILD AND DIDN'T SEE TU2 WAS STOPPED.&nbsp; TU1 STRUCK TU2 IN THE REAR. </p><p>NO INJURIES REPORTED.&nbsp; TU2 DECLINED TO PRESS CHARGES.</p>
AC20-0016421,CT,0,0,0,0,10/15/20 16:13,E dry creek rd,i 25 nb on ramp,Centennial,CO,80112,10,R474,-104.878819,39.584629,,,,,3,,,T89,10/15/20 16:13,,1,2,3,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,Disobeyed a traffic control signal,304,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,,9,7,1,40,,,,,,,,ORIGINAL REPORT,V2 was E/B E Dry Creek Rd making a left turn to get onto the N/B i 25 on ramp. V2 had a green arrow while he was turning when he was struck in the right rear corner by V1. V1 was W/B E Dry Creek Rd when she drove through a red light striking V2. V1 stated she thought the light was still green but realized it wasn't when she saw all the vehicle turning in front of her.&nbsp;
